Date,Open,High,Low,Close,Adj Close,Volume,Tesla Trend,Musk Trend,GM Trend,EV Trend,Coronavirus Trend,Month,Day of the Month,Day of the Week,Day of the Year,Year
2020-04-09,112.417999,115.036003,111.421997,114.599998,114.599998,68250000.0,25.16,2.09,60.76,16.12,53.46,4,9,3,100,2020
2020-04-13,118.031998,130.399994,116.106003,130.190002,130.190002,112377000.0,26.27,1.98,55.18,19.76,44.22,4,13,0,104,2020
2020-04-14,139.794006,148.376007,138.485992,141.977997,141.977997,152882500.0,31.08,2.09,54.56,15.08,46.2,4,14,1,105,2020
2020-04-15,148.399994,150.626007,142.0,145.966003,145.966003,117885000.0,29.6,1.87,58.28,17.16,44.22,4,15,2,106,2020
2020-04-16,143.388,151.889999,141.343994,149.042007,149.042007,103289500.0,27.75,3.08,58.28,14.82,42.9,4,16,3,107,2020
2020-04-17,154.455994,154.990005,149.531998,150.778,150.778,65641000.0,28.49,3.96,57.66,18.46,42.24,4,17,4,108,2020
2020-04-20,146.539993,153.113998,142.442001,149.272003,149.272003,73733000.0,26.64,2.86,60.76,17.94,37.620000000000005,4,20,0,111,2020
2020-04-21,146.024002,150.666,134.757996,137.343994,137.343994,101045500.0,27.01,2.86,57.66,19.5,42.24,4,21,1,112,2020
2020-04-22,140.796005,146.800003,137.742004,146.421997,146.421997,70827500.0,27.38,2.86,57.66,19.76,29.040000000000003,4,22,2,113,2020
2020-04-23,145.520004,146.800003,140.626007,141.126007,141.126007,66183500.0,24.42,2.75,58.28,17.42,35.64,4,23,3,114,2020
2020-04-24,142.162003,146.145996,139.636002,145.029999,145.029999,66060000.0,23.31,2.64,58.28,26.0,38.28,4,24,4,115,2020
2020-04-27,147.522003,159.897995,147.0,159.75,159.75,103407000.0,26.64,4.51,62.0,24.18,21.78,4,27,0,118,2020
2020-04-28,159.128006,161.0,151.337997,153.824005,153.824005,76110000.0,27.38,3.96,57.66,11.7,21.12,4,28,1,119,2020
2020-04-29,158.033997,160.639999,156.632004,160.102005,160.102005,81080000.0,34.78,6.49,55.18,18.98,19.14,4,29,2,120,2020
2020-04-30,171.037994,173.964005,152.699997,156.376007,156.376007,142359500.0,37.0,11.0,58.28,15.08,17.82,4,30,3,121,2020
2020-05-01,151.0,154.554001,136.608002,140.264008,140.264008,162659000.0,44.620000000000005,17.0,54.6,24.09,20.68,5,1,4,122,2020
2020-05-04,140.199997,152.399994,139.600006,152.238007,152.238007,96185500.0,31.74,7.0,55.2,32.01,21.12,5,4,0,125,2020
2020-05-05,157.957993,159.783997,152.436005,153.641998,153.641998,84958500.0,33.58,60.0,54.6,24.09,20.02,5,5,1,126,2020
2020-05-06,155.300003,157.960007,152.222,156.516006,156.516006,55616000.0,32.660000000000004,100.0,57.6,25.08,19.58,5,6,2,127,2020
2020-05-07,155.442001,159.279999,154.470001,156.007996,156.007996,57638500.0,32.660000000000004,85.0,53.4,25.41,18.92,5,7,3,128,2020
2020-05-08,158.753998,164.800003,157.401993,163.884003,163.884003,80432500.0,33.120000000000005,58.0,55.2,24.09,18.04,5,8,4,129,2020
2020-05-11,158.102005,164.800003,157.0,162.257996,162.257996,82598000.0,42.78,25.0,57.0,27.39,19.36,5,11,0,132,2020
2020-05-12,165.399994,168.658005,161.600006,161.882004,161.882004,79534500.0,43.24,24.0,49.8,22.77,17.6,5,12,1,133,2020
2020-05-13,164.166,165.199997,152.660004,158.192001,158.192001,95327500.0,38.18,17.0,52.8,19.14,17.6,5,13,2,134,2020
2020-05-14,156.0,160.671997,152.800003,160.666,160.666,68411000.0,34.04,14.0,53.4,22.44,17.6,5,14,3,135,2020
2020-05-15,158.070007,161.009995,157.309998,159.834,159.834,52592000.0,34.04,12.0,56.4,31.68,17.38,5,15,4,136,2020
2020-05-18,165.556,166.944,160.776001,162.725998,162.725998,58329000.0,33.120000000000005,12.0,60.0,26.73,17.38,5,18,0,139,2020
2020-05-19,163.033997,164.414001,161.216003,161.602005,161.602005,48182500.0,32.660000000000004,9.0,55.2,17.82,14.96,5,19,1,140,2020
2020-05-20,164.100006,165.199997,162.360001,163.112,163.112,36546500.0,31.74,7.0,54.0,20.130000000000003,14.08,5,20,2,141,2020
2020-05-21,163.199997,166.5,159.199997,165.520004,165.520004,61273000.0,31.28,7.0,49.8,17.490000000000002,14.08,5,21,3,142,2020
2020-05-22,164.434006,166.356003,162.399994,163.376007,163.376007,49937500.0,29.9,6.0,52.2,28.71,12.76,5,22,4,143,2020
2020-05-26,166.899994,166.919998,163.141998,163.774002,163.774002,40448500.0,32.2,18.0,57.6,18.15,14.52,5,26,1,147,2020
2020-05-27,164.171997,165.542007,157.0,164.046005,164.046005,57747500.0,46.0,32.0,54.6,24.42,12.76,5,27,2,148,2020
2020-05-28,162.701996,164.949997,160.337997,161.162003,161.162003,36278000.0,36.8,14.0,54.6,33.0,11.66,5,28,3,149,2020
2020-05-29,161.75,167.0,160.841995,167.0,167.0,58822500.0,33.58,10.0,54.0,25.74,10.78,5,29,4,150,2020
2020-06-01,171.600006,179.800003,170.820007,179.619995,179.619995,74697500.0,40.7,23.0,57.34,21.84,10.05,6,1,0,153,2020
2020-06-02,178.940002,181.731995,174.199997,176.311996,176.311996,67828000.0,37.400000000000006,16.560000000000002,54.29,21.06,9.45,6,2,1,154,2020
2020-06-03,177.623993,179.587997,176.020004,176.591995,176.591995,39747500.0,35.2,13.34,59.78,20.67,9.15,6,3,2,155,2020
2020-06-04,177.975998,179.149994,171.688004,172.876007,172.876007,44438500.0,34.1,12.19,54.9,21.84,9.3,6,4,3,156,2020
2020-06-05,175.567993,177.304001,173.240005,177.132004,177.132004,39059500.0,35.2,12.65,53.07,23.4,9.3,6,5,4,157,2020
2020-06-08,183.800003,190.0,181.832001,189.983994,189.983994,70873500.0,41.25,10.35,54.9,21.84,9.3,6,8,0,160,2020
2020-06-09,188.001999,190.888,184.785995,188.134003,188.134003,56941000.0,44.55,10.58,57.34,24.96,9.45,6,9,1,161,2020
2020-06-10,198.376007,205.496002,196.5,205.009995,205.009995,92817000.0,55.00000000000001,9.66,56.73,21.06,9.45,6,10,2,162,2020
2020-06-11,198.039993,203.792007,194.399994,194.567993,194.567993,79582500.0,51.150000000000006,9.43,55.51,26.91,10.2,6,11,3,163,2020
2020-06-12,196.0,197.595993,182.520004,187.056,187.056,83817000.0,47.85,8.05,53.68,26.91,9.9,6,12,4,164,2020
2020-06-15,183.557999,199.768005,181.699997,198.179993,198.179993,78486000.0,41.8,6.44,58.56,31.59,10.35,6,15,0,167,2020
2020-06-16,202.369995,202.576004,192.477997,196.425995,196.425995,70255500.0,44.0,8.51,61.0,23.01,10.2,6,16,1,168,2020
2020-06-17,197.542007,201.0,196.514008,198.358002,198.358002,49454000.0,41.8,9.2,59.78,28.86,10.5,6,17,2,169,2020
2020-06-18,200.600006,203.839996,198.893997,200.792007,200.792007,48759500.0,41.25,9.2,51.85,28.86,10.35,6,18,3,170,2020
2020-06-19,202.556,203.194,198.268005,200.179993,200.179993,43398500.0,44.0,8.51,56.73,34.32,10.35,6,19,4,171,2020
2020-06-22,199.990005,201.776001,198.003998,198.863998,198.863998,31812000.0,44.0,7.36,56.12,39.0,11.25,6,22,0,174,2020
2020-06-23,199.776001,202.399994,198.802002,200.356003,200.356003,31826500.0,41.25,7.36,57.34,28.08,11.7,6,23,1,175,2020
2020-06-24,198.822006,200.175995,190.628006,192.169998,192.169998,54798000.0,41.8,6.21,56.73,34.32,12.3,6,24,2,176,2020
2020-06-25,190.854004,197.195999,187.429993,197.195999,197.195999,46272500.0,41.8,6.44,50.63,30.81,13.65,6,25,3,177,2020
2020-06-26,198.955994,199.0,190.973999,191.947998,191.947998,44274500.0,42.35,7.36,55.51,26.130000000000003,15.0,6,26,4,178,2020
2020-06-29,193.802002,202.0,189.703995,201.869995,201.869995,45132000.0,40.7,7.13,58.56,27.69,13.8,6,29,0,181,2020
2020-06-30,201.300003,217.537994,200.746002,215.962006,215.962006,84592500.0,43.45,5.75,58.56,37.83,13.95,6,30,1,182,2020
2020-07-01,216.600006,227.065994,216.100006,223.925995,223.925995,66634500.0,35.52,8.64,51.6,33.32,15.84,7,1,2,183,2020
2020-07-02,244.296005,245.600006,237.119995,241.731995,241.731995,86250500.0,42.18,10.08,50.4,41.65,15.04,7,2,3,184,2020
2020-07-06,255.337997,275.558014,253.207993,274.31601,274.31601,102849500.0,48.1,14.64,56.4,47.53,15.04,7,6,0,188,2020
2020-07-07,281.002014,285.899994,267.34201,277.971985,277.971985,107448500.0,46.62,10.56,48.6,27.93,14.88,7,7,1,189,2020
2020-07-08,281.0,283.451996,262.268005,273.175995,273.175995,81556500.0,37.74,9.12,49.2,41.16,14.72,7,8,2,190,2020
2020-07-09,279.39801,281.712006,270.256012,278.855988,278.855988,58588000.0,34.04,8.879999999999999,52.2,34.79,13.76,7,9,3,191,2020
2020-07-10,279.200012,309.783997,275.201996,308.929993,308.929993,116688000.0,41.44,9.36,50.4,49.0,13.92,7,10,4,192,2020
2020-07-13,331.799988,358.997986,294.221985,299.411987,299.411987,194927000.0,68.08,8.64,54.0,29.89,15.52,7,13,0,195,2020
2020-07-14,311.200012,318.0,286.200012,303.359985,303.359985,117090500.0,53.28,7.68,53.4,38.71,16.0,7,14,1,196,2020
2020-07-15,308.600006,310.0,291.399994,309.201996,309.201996,81839000.0,39.96,10.32,55.2,37.24,13.76,7,15,2,197,2020
2020-07-16,295.432007,306.34201,293.200012,300.127991,300.127991,71504000.0,37.0,9.84,54.6,36.26,12.32,7,16,3,198,2020
2020-07-17,302.690002,307.502014,298.0,300.167999,300.167999,46650000.0,35.52,6.96,53.4,30.38,12.64,7,17,4,199,2020
2020-07-20,303.802002,330.0,297.600006,328.600006,328.600006,85607000.0,39.22,6.24,52.8,28.91,12.0,7,20,0,202,2020
2020-07-21,327.985992,335.0,311.600006,313.671997,313.671997,80536000.0,42.18,8.64,52.2,31.85,11.2,7,21,1,203,2020
2020-07-22,319.799988,325.283997,312.399994,318.466003,318.466003,70805500.0,74.0,10.32,49.8,44.59,11.2,7,22,2,204,2020
2020-07-23,335.790009,337.799988,296.153992,302.614014,302.614014,121642500.0,67.34,8.64,53.4,31.85,10.56,7,23,3,205,2020
2020-07-24,283.201996,293.0,273.308014,283.399994,283.399994,96983000.0,46.62,9.12,49.8,22.54,9.76,7,24,4,206,2020
2020-07-27,287.0,309.588013,282.600006,307.920013,307.920013,80243500.0,37.74,14.88,51.6,38.22,10.08,7,27,0,209,2020
2020-07-28,300.799988,312.940002,294.884003,295.298004,295.298004,79043500.0,35.52,12.96,50.4,39.2,9.92,7,28,1,210,2020
2020-07-29,300.200012,306.962006,297.399994,299.821991,299.821991,47134500.0,34.04,9.36,60.0,31.85,9.76,7,29,2,211,2020
2020-07-30,297.600006,302.64801,294.200012,297.497986,297.497986,38105000.0,32.56,8.4,53.4,37.73,9.44,7,30,3,212,2020
2020-07-31,303.0,303.410004,284.196014,286.152008,286.152008,61041000.0,34.78,8.64,52.2,44.59,8.96,7,31,4,213,2020
2020-08-03,289.839996,301.962006,288.876007,297.0,297.0,44046500.0,24.82,7.84,60.8,36.12,8.0,8,3,0,216,2020
2020-08-04,299.002014,305.481995,292.399994,297.399994,297.399994,42075000.0,22.63,6.08,58.24,35.26,7.6,8,4,1,217,2020
2020-08-05,298.597992,299.967987,293.661987,297.003998,297.003998,24739000.0,22.63,5.28,55.68,40.85,7.28,8,5,2,218,2020
2020-08-06,298.165985,303.462006,295.451996,297.915985,297.915985,29961500.0,22.63,4.64,60.16,41.71,7.2,8,6,3,219,2020
2020-08-07,299.90799,299.950012,283.002014,290.541992,290.541992,44482000.0,23.36,5.12,64.0,33.97,6.8,8,7,4,220,2020
2020-08-10,289.600006,291.5,277.167999,283.713989,283.713989,37611500.0,22.63,3.84,58.24,30.53,6.8,8,10,0,223,2020
2020-08-11,279.200012,284.0,273.0,274.877991,274.877991,43129000.0,27.01,4.0,60.8,34.83,6.72,8,11,1,224,2020
2020-08-12,294.0,317.0,287.0,310.951996,310.951996,109147000.0,41.61,4.48,58.24,34.83,6.16,8,12,2,225,2020
2020-08-13,322.200012,330.235992,313.451996,324.200012,324.200012,102126500.0,31.39,4.0,57.6,28.81,6.16,8,13,3,226,2020
2020-08-14,332.997986,333.76001,325.328003,330.141998,330.141998,62888000.0,28.47,4.16,54.4,34.83,6.0,8,14,4,227,2020
2020-08-17,335.399994,369.171997,334.56601,367.127991,367.127991,101211500.0,32.85,4.96,60.8,27.52,5.84,8,17,0,230,2020
2020-08-18,379.798004,384.779999,369.022003,377.417999,377.417999,82372500.0,34.31,6.08,59.52,30.53,5.6000000000000005,8,18,1,231,2020
2020-08-19,373.0,382.200012,368.242004,375.705994,375.705994,61026500.0,30.66,5.12,57.6,33.11,5.36,8,19,2,232,2020
2020-08-20,372.135986,404.39801,371.411987,400.365997,400.365997,103059000.0,38.69,5.28,53.120000000000005,28.38,5.04,8,20,3,233,2020
2020-08-21,408.951996,419.097992,405.01001,409.996002,409.996002,107448000.0,47.45,4.96,58.24,35.69,4.96,8,21,4,234,2020
2020-08-24,425.256012,425.799988,385.503998,402.839996,402.839996,100318000.0,37.96,4.32,58.24,36.98,4.96,8,24,0,237,2020
2020-08-25,394.977997,405.589996,393.600006,404.667999,404.667999,53294500.0,31.39,4.32,60.16,43.0,4.72,8,25,1,238,2020
2020-08-26,412.0,433.200012,410.726013,430.634003,430.634003,71197000.0,32.85,4.64,53.76,31.39,4.64,8,26,2,239,2020
2020-08-27,436.09201,459.119995,428.5,447.75,447.75,118465000.0,37.96,5.6000000000000005,55.68,39.56,4.4,8,27,3,240,2020
2020-08-28,459.023987,463.697998,437.303986,442.679993,442.679993,100406000.0,40.15,7.52,54.4,28.38,4.5600000000000005,8,28,4,241,2020
2020-08-31,444.609985,500.140015,440.109985,498.320007,498.320007,118374400.0,73.0,8.0,59.52,35.26,5.04,8,31,0,244,2020
2020-09-01,502.140015,502.48999,470.51001,475.049988,475.049988,89841100.0,78.2,13.3,48.75,28.6,5.88,9,1,1,245,2020
2020-09-02,478.98999,479.040009,405.119995,447.369995,447.369995,96176100.0,64.6,12.88,48.75,28.6,6.0,9,2,2,246,2020
2020-09-03,407.230011,431.799988,402.0,407.0,407.0,87596100.0,62.9,11.340000000000002,47.45,33.28,5.76,9,3,3,247,2020
2020-09-04,402.809998,428.0,372.019989,418.320007,418.320007,110321900.0,62.9,11.48,47.45,26.52,5.4,9,4,4,248,2020
2020-09-08,356.0,368.73999,329.880005,330.209991,330.209991,115465700.0,65.45,9.38,65.0,38.48,5.7,9,8,1,252,2020
2020-09-09,356.600006,369.0,341.51001,366.279999,366.279999,79465800.0,60.35,9.38,58.5,31.72,5.7,9,9,2,253,2020
2020-09-10,386.209991,398.98999,360.559998,371.339996,371.339996,84930600.0,44.2,9.24,48.75,37.96,5.7,9,10,3,254,2020
2020-09-11,381.940002,382.5,360.5,372.720001,372.720001,60717500.0,39.95,9.8,50.7,22.36,5.34,9,11,4,255,2020
2020-09-14,380.950012,420.0,373.299988,419.619995,419.619995,83020600.0,39.95,9.38,52.65,39.52,5.34,9,14,0,258,2020
2020-09-15,436.559998,461.940002,430.700012,449.76001,449.76001,97298200.0,45.9,8.680000000000001,52.65,27.04,5.04,9,15,1,259,2020
2020-09-16,439.869995,457.790009,435.309998,441.76001,441.76001,72279300.0,36.55,8.540000000000001,48.1,34.32,5.22,9,16,2,260,2020
2020-09-17,415.600006,437.790009,408.0,423.429993,423.429993,76779200.0,34.0,8.680000000000001,47.45,40.56,4.92,9,17,3,261,2020
2020-09-18,447.940002,451.0,428.799988,442.149994,442.149994,86406800.0,35.7,8.680000000000001,47.45,34.32,4.92,9,18,4,262,2020
2020-09-21,453.130005,455.679993,407.070007,449.390015,449.390015,109476800.0,45.9,10.78,49.4,29.12,5.279999999999999,9,21,0,265,2020
2020-09-22,429.600006,437.76001,417.600006,424.230011,424.230011,79580800.0,85.0,14.000000000000002,46.15,29.64,5.52,9,22,1,266,2020
2020-09-23,405.160004,412.149994,375.880005,380.359985,380.359985,95074200.0,75.64999999999999,11.06,50.05,43.16,5.22,9,23,2,267,2020
2020-09-24,363.799988,399.5,351.299988,387.790009,387.790009,96561100.0,51.85,8.680000000000001,44.85,52.0,4.68,9,24,3,268,2020
2020-09-25,393.470001,408.730011,391.299988,407.339996,407.339996,67208500.0,39.1,6.44,45.5,51.48,4.92,9,25,4,269,2020
2020-09-28,424.619995,428.079987,415.549988,421.200012,421.200012,49719600.0,35.7,7.840000000000001,44.85,39.52,5.04,9,28,0,272,2020
2020-09-29,416.0,428.5,411.600006,419.070007,419.070007,50219300.0,34.85,9.52,48.1,37.96,5.22,9,29,1,273,2020
2020-09-30,421.320007,433.929993,420.470001,429.01001,429.01001,48145600.0,33.15,10.080000000000002,47.45,34.32,4.62,9,30,2,274,2020
2020-10-01,440.76001,448.880005,434.420013,448.160004,448.160004,50741500.0,52.92,7.7,46.5,40.8,3.06,10,1,3,275,2020
2020-10-02,421.390015,439.130005,415.0,415.089996,415.089996,71430000.0,54.81,7.37,44.64,30.24,6.0,10,2,4,276,2020
2020-10-05,423.350006,433.640015,419.329987,425.679993,425.679993,44722800.0,49.14,7.37,44.64,29.28,4.02,10,5,0,279,2020
2020-10-06,423.790009,428.779999,406.049988,413.980011,413.980011,49146300.0,45.99,5.94,47.74,43.2,3.72,10,6,1,280,2020
2020-10-07,419.869995,429.899994,413.850006,425.299988,425.299988,43127700.0,47.25,6.93,44.64,33.12,3.66,10,7,2,281,2020
2020-10-08,438.440002,439.0,425.299988,425.920013,425.920013,40421100.0,42.84,6.16,44.64,32.16,3.36,10,8,3,282,2020
2020-10-09,430.130005,434.589996,426.459991,434.0,434.0,28925700.0,47.88,6.38,42.16,27.84,3.3,10,9,4,283,2020
2020-10-12,442.0,448.73999,438.579987,442.299988,442.299988,38791100.0,47.25,6.38,48.98,27.84,3.3,10,12,0,286,2020
2020-10-13,443.350006,448.890015,436.600006,446.649994,446.649994,34463700.0,45.99,6.16,45.26,37.92,3.3,10,13,1,287,2020
2020-10-14,449.779999,465.899994,447.350006,461.299988,461.299988,47879700.0,49.77,7.48,45.26,30.24,3.48,10,14,2,288,2020
2020-10-15,450.309998,456.570007,442.5,448.880005,448.880005,35672400.0,56.7,11.0,48.36,43.2,3.54,10,15,3,289,2020
2020-10-16,454.440002,455.950012,438.850006,439.670013,439.670013,32775900.0,52.29,7.92,50.22,27.84,3.42,10,16,4,290,2020
2020-10-19,446.23999,447.0,428.869995,430.829987,430.829987,36287800.0,48.51,7.59,44.64,44.64,3.66,10,19,0,293,2020
2020-10-20,431.75,431.75,419.049988,421.940002,421.940002,31656300.0,50.4,8.03,54.56,31.68,3.72,10,20,1,294,2020
2020-10-21,422.700012,432.950012,421.25,422.640015,422.640015,32370500.0,63.0,7.59,62.0,42.24,3.84,10,21,2,295,2020
2020-10-22,441.920013,445.230011,424.51001,425.790009,425.790009,39993200.0,59.85,7.81,51.46,48.0,3.48,10,22,3,296,2020
2020-10-23,421.839996,422.890015,407.380005,420.630005,420.630005,33717000.0,52.29,6.93,47.74,36.48,3.54,10,23,4,297,2020
2020-10-26,411.630005,425.76001,410.0,420.279999,420.279999,28239200.0,44.73,6.6,44.64,44.16,4.08,10,26,0,300,2020
2020-10-27,423.76001,430.5,420.100006,424.679993,424.679993,22686500.0,45.36,6.49,43.4,34.08,3.9,10,27,1,301,2020
2020-10-28,416.480011,418.600006,406.0,406.019989,406.019989,25451400.0,43.47,7.7,46.5,42.24,4.14,10,28,2,302,2020
2020-10-29,409.959991,418.059998,406.459991,410.829987,410.829987,22655300.0,44.73,8.14,47.12,43.2,4.02,10,29,3,303,2020
2020-10-30,406.899994,407.589996,379.109985,388.040009,388.040009,42511300.0,44.73,7.92,46.5,25.92,4.02,10,30,4,304,2020
2020-11-02,394.0,406.980011,392.299988,400.51001,400.51001,29021100.0,33.059999999999995,5.44,43.2,24.750000000000004,4.760000000000001,11,2,0,307,2020
2020-11-03,409.730011,427.769989,406.690002,423.899994,423.899994,34351700.0,33.629999999999995,3.91,36.0,37.400000000000006,4.2,11,3,1,308,2020
2020-11-04,430.619995,435.399994,417.100006,420.980011,420.980011,32143100.0,19.95,2.72,24.0,13.2,2.45,11,4,2,309,2020
2020-11-05,428.299988,440.0,424.0,438.089996,438.089996,28414500.0,24.51,2.89,33.0,24.200000000000003,3.22,11,5,3,310,2020
2020-11-06,436.100006,436.570007,424.279999,429.950012,429.950012,21706000.0,32.489999999999995,5.2700000000000005,33.0,16.5,3.5700000000000003,11,6,4,311,2020
2020-11-09,439.5,452.5,421.0,421.26001,421.26001,34833000.0,35.34,4.25,44.4,36.85,5.250000000000001,11,9,0,314,2020
2020-11-10,420.089996,420.089996,396.029999,410.359985,410.359985,30284200.0,33.629999999999995,4.760000000000001,46.2,47.85,4.970000000000001,11,10,1,315,2020
2020-11-11,416.450012,418.700012,410.579987,417.130005,417.130005,17357700.0,31.35,4.760000000000001,42.0,30.250000000000004,5.6000000000000005,11,11,2,316,2020
2020-11-12,415.049988,423.0,409.519989,411.76001,411.76001,19855100.0,30.21,3.74,40.2,46.75000000000001,6.16,11,12,3,317,2020
2020-11-13,410.850006,412.529999,401.660004,408.5,408.5,19771100.0,32.489999999999995,14.79,46.2,37.400000000000006,6.510000000000001,11,13,4,318,2020
2020-11-16,408.929993,412.450012,404.089996,408.089996,408.089996,26838600.0,39.9,15.47,45.6,30.800000000000004,6.86,11,16,0,321,2020
2020-11-17,460.170013,462.0,433.01001,441.609985,441.609985,61188300.0,56.99999999999999,10.37,47.4,42.900000000000006,6.86,11,17,1,322,2020
2020-11-18,448.350006,496.0,443.5,486.640015,486.640015,78044000.0,47.88,8.84,45.6,47.3,7.000000000000001,11,18,2,323,2020
2020-11-19,492.0,508.609985,487.570007,499.269989,499.269989,62475300.0,43.31999999999999,7.82,46.2,35.2,6.370000000000001,11,19,3,324,2020
2020-11-20,497.98999,502.5,489.059998,489.609985,489.609985,32911900.0,41.04,5.78,45.0,42.35,6.0200000000000005,11,20,4,325,2020
2020-11-23,503.5,526.0,501.790009,521.849976,521.849976,50260300.0,40.47,5.1000000000000005,56.4,53.35,5.390000000000001,11,23,0,328,2020
2020-11-24,540.400024,559.98999,526.200012,555.380005,555.380005,53648500.0,51.3,14.79,60.0,55.00000000000001,5.11,11,24,1,329,2020
2020-11-25,550.059998,574.0,545.369995,574.0,574.0,48930200.0,50.16,12.58,44.4,40.7,4.9,11,25,2,330,2020
2020-11-27,581.159973,598.780029,578.450012,585.76001,585.76001,37561100.0,42.18,7.48,37.8,22.55,4.41,11,27,4,332,2020
2020-11-30,602.210022,607.799988,554.51001,567.599976,567.599976,63003100.0,41.61,5.2700000000000005,51.6,31.9,4.62,11,30,0,335,2020
2020-12-01,597.590027,597.849976,572.049988,584.76001,584.76001,40103500.0,56.7,5.13,55.00000000000001,29.89,5.279999999999999,12,1,1,336,2020
2020-12-02,556.440002,571.539978,541.210022,568.820007,568.820007,47775700.0,55.3,7.79,52.8,34.3,5.4,12,2,2,337,2020
2020-12-03,590.02002,598.969971,582.429993,593.380005,593.380005,42552000.0,54.6,7.22,48.95,39.69,6.0,12,3,3,338,2020
2020-12-04,591.01001,599.039978,585.5,599.039978,599.039978,29401300.0,52.5,6.84,51.150000000000006,29.4,5.76,12,4,4,339,2020
2020-12-07,604.919983,648.789978,603.049988,641.76001,641.76001,56309700.0,58.8,6.46,52.25000000000001,35.28,5.46,12,7,0,342,2020
2020-12-08,625.51001,651.280029,618.5,649.880005,649.880005,64265000.0,64.39999999999999,9.69,49.50000000000001,25.97,5.64,12,8,1,343,2020
2020-12-09,653.690002,654.320007,588.0,604.47998,604.47998,71291200.0,65.1,19.0,51.7,49.0,5.64,12,9,2,344,2020
2020-12-10,574.369995,627.75,566.340027,627.070007,627.070007,67083200.0,62.3,14.82,52.25000000000001,30.38,5.64,12,10,3,345,2020
2020-12-11,615.01001,624.0,596.799988,609.98999,609.98999,46475000.0,57.4,10.07,55.00000000000001,32.83,5.16,12,11,4,346,2020
2020-12-14,619.0,642.75,610.200012,639.830017,639.830017,52040600.0,52.5,8.36,52.25000000000001,30.38,4.68,12,14,0,349,2020
2020-12-15,643.280029,646.900024,623.799988,633.25,633.25,45071500.0,51.1,7.6,51.150000000000006,31.36,4.62,12,15,1,350,2020
2020-12-16,628.22998,632.5,605.0,622.77002,622.77002,42095800.0,52.5,7.03,52.25000000000001,30.38,4.56,12,16,2,351,2020
2020-12-17,628.190002,658.820007,619.5,655.900024,655.900024,56270100.0,51.8,8.36,48.400000000000006,37.73,4.74,12,17,3,352,2020
2020-12-18,668.900024,695.0,628.539978,695.0,695.0,222126200.0,70.0,9.12,48.400000000000006,35.77,4.74,12,18,4,353,2020
2020-12-21,666.23999,668.5,646.070007,649.859985,649.859985,58045300.0,62.99999999999999,8.17,50.6,23.03,5.819999999999999,12,21,0,356,2020
2020-12-22,648.0,649.880005,614.22998,640.340027,640.340027,51716000.0,62.3,6.46,50.6,32.34,5.4,12,22,1,357,2020
2020-12-23,632.200012,651.5,622.570007,645.97998,645.97998,33173000.0,58.8,6.65,51.7,26.95,4.859999999999999,12,23,2,358,2020
2020-12-24,642.98999,666.090027,641.0,661.77002,661.77002,22865600.0,53.9,6.46,39.6,30.38,4.02,12,24,3,359,2020
2020-12-28,674.51001,681.400024,660.799988,663.690002,663.690002,32278600.0,58.1,5.51,50.05,45.08,4.44,12,28,0,363,2020
2020-12-29,661.0,669.900024,655.0,665.98999,665.98999,22910800.0,56.7,5.32,51.150000000000006,27.44,4.62,12,29,1,364,2020
2020-12-30,672.0,696.599976,668.359985,694.780029,694.780029,42846000.0,56.7,6.2700000000000005,47.3,41.65,5.04,12,30,2,365,2020
2020-12-31,699.98999,718.719971,691.119995,705.669983,705.669983,49649900.0,58.1,6.46,47.3,33.81,4.62,12,31,3,366,2020
2021-01-04,719.460022,744.48999,717.190002,729.77002,729.77002,48638200.0,37.35,4.6000000000000005,43.92,30.24,3.92,1,4,0,4,2021
2021-01-05,723.659973,740.840027,719.200012,735.109985,735.109985,32245200.0,36.52,5.0600000000000005,44.64,35.28,4.0,1,5,1,5,2021
2021-01-06,758.48999,774.0,749.099976,755.97998,755.97998,44700000.0,38.18,5.5200000000000005,41.76,29.61,3.48,1,6,2,6,2021
2021-01-07,777.630005,816.98999,775.200012,816.039978,816.039978,51498900.0,58.93,42.32,41.04,24.57,3.4,1,7,3,7,2021
2021-01-08,856.0,884.48999,838.390015,880.02002,880.02002,75055500.0,83.0,46.0,46.08,30.24,3.68,1,8,4,8,2021
2021-01-11,849.400024,854.429993,803.619995,811.190002,811.190002,59301600.0,58.1,17.02,52.56,35.910000000000004,3.3200000000000003,1,11,0,11,2021
2021-01-12,831.0,868.0,827.340027,849.440002,849.440002,46270700.0,55.61,17.48,56.16,42.84,3.44,1,12,1,12,2021
2021-01-13,852.76001,860.469971,832.0,854.409973,854.409973,33312500.0,45.65,18.86,65.52,37.8,3.6,1,13,2,13,2021
2021-01-14,843.390015,863.0,838.75,845.0,845.0,31266300.0,47.31,13.34,56.16,32.13,3.44,1,14,3,14,2021
2021-01-15,852.0,859.900024,819.099976,826.159973,826.159973,38777600.0,42.33,10.12,54.0,35.910000000000004,3.2,1,15,4,15,2021
2021-01-19,837.799988,850.0,833.0,844.549988,844.549988,25367000.0,39.01,7.82,72.0,25.83,3.24,1,19,1,19,2021
2021-01-20,858.73999,859.5,837.280029,850.450012,850.450012,25665900.0,34.86,7.82,58.32,29.61,2.88,1,20,2,20,2021
2021-01-21,855.0,855.719971,841.419983,844.98999,844.98999,20521100.0,36.52,7.82,54.72,29.61,2.88,1,21,3,21,2021
