Trade date,Settlement date,Transaction category,"Trade amount (in millions, USD)",Issuer,Security description,CUSIP,Price,"Accrued interest (in dollars, USD)","Total amount transferred (in millions, USD)",Counterparty,,
Sep 06 2019,Sep 09 2019,Purchase, 20.0 ,TSY,TB 03.625 02/15/44  ,912810RE0,131.64843750," 49,252.72 ", 26.4 ,HSBC Securities (USA) Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 5.0 ,TSY,TB 03.000 11/15/45  ,912810RP5,120.02734375," 47,690.22 ", 6.0 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 1.0 ,TSY,TB 02.875 08/15/45  ,912810RN0,117.40234375," 1,953.13 ", 1.2 ,HSBC Securities (USA) Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 20.0 ,TSY,TB 02.875 11/15/46  ,912810RU4,117.84765625," 182,812.50 ", 23.8 ,HSBC Securities (USA) Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 15.0 ,TSY,TB 02.875 11/15/46  ,912810RU4,117.86718750," 137,109.38 ", 17.8 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 16.0 ,TSY,TB 03.000 02/15/49  ,912810SF6,121.42578125," 32,608.70 ", 19.5 ,Goldman Sachs & Co. LLC,,
Sep 06 2019,Sep 09 2019,Purchase, 5.0 ,TSY,TB 03.375 11/15/48  ,912810SE9,129.66406250," 53,651.49 ", 6.5 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 1.0 ,TSY,TB 03.125 05/15/48  ,912810SC3,123.81640625," 9,935.46 ", 1.2 ,HSBC Securities (USA) Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 1.0 ,TSY,TB 03.125 05/15/48  ,912810SC3,123.78906250," 9,935.46 ", 1.2 ,HSBC Securities (USA) Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 5.0 ,TSY,TB 02.875 05/15/49  ,912810SH2,118.75000000," 45,703.13 ", 6.0 ,UBS Securities LLC.,,
Sep 06 2019,Sep 09 2019,Purchase, 50.0 ,TSY,TB 04.250 11/15/40  ,912810QL5,140.98437500," 675,611.41 ", 71.2 ,J.P. Morgan Securities LLC,,
Sep 06 2019,Sep 09 2019,Purchase, 50.0 ,TSY,TB 04.250 11/15/40  ,912810QL5,140.95312500," 675,611.41 ", 71.2 ,J.P. Morgan Securities LLC,,
Sep 06 2019,Sep 09 2019,Purchase, 3.0 ,TSY,TB 03.750 08/15/41  ,912810QS0,132.42187500," 7,642.66 ", 4.0 ,Barclays Capital Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 1.0 ,TSY,TB 04.375 11/15/39  ,912810QD3,142.37500000," 13,909.65 ", 1.4 ,Barclays Capital Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 40.0 ,TSY,TB 02.750 11/15/42  ,912810QY7,114.23828125," 349,728.26 ", 46.0 ,Goldman Sachs & Co. LLC,,
Sep 06 2019,Sep 09 2019,Purchase, 25.0 ,TSY,TB 03.875 08/15/40  ,912810QK7,134.25000000," 65,811.82 ", 33.6 ,Deutsche Bank Securities Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 10.0 ,TSY,TB 03.000 05/15/47  ,912810RX8,120.69140625," 95,380.43 ", 12.2 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 10.0 ,TSY,TB 03.000 11/15/45  ,912810RP5,120.05859375," 95,380.43 ", 12.1 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 10.0 ,TSY,TB 02.875 11/15/46  ,912810RU4,117.79687500," 91,406.25 ", 11.9 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 30.0 ,TSY,TB 03.750 08/15/41  ,912810QS0,132.39453125," 76,426.63 ", 39.8 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 3.0 ,TSY,TB 03.750 08/15/41  ,912810QS0,132.48437500," 7,642.66 ", 4.0 ,Barclays Capital Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 1.0 ,TSY,TB 02.750 08/15/42  ,912810QX9,114.31250000," 1,868.21 ", 1.1 ,Barclays Capital Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 1.0 ,TSY,TB 03.750 11/15/43  ,912810RD2,133.91406250," 11,922.55 ", 1.4 ,HSBC Securities (USA) Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 50.0 ,TSY,TB 03.625 08/15/43  ,912810RC4,131.31250000," 123,131.79 ", 65.8 ,"Nomura Securities International, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 50.0 ,TSY,TB 03.125 02/15/43  ,912810QZ4,121.43750000," 106,148.10 ", 60.8 ,"Nomura Securities International, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 15.0 ,TSY,TB 02.875 05/15/43  ,912810RB6,116.67968750," 137,109.38 ", 17.6 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 10.0 ,TSY,TB 03.000 11/15/45  ,912810RP5,120.10546875," 95,380.43 ", 12.1 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 10.0 ,TSY,TB 03.000 11/15/45  ,912810RP5,120.08984375," 95,380.43 ", 12.1 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 16.0 ,TSY,TB 02.500 02/15/46  ,912810RQ3,109.72656250," 27,173.91 ", 17.6 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 10.0 ,TSY,TB 02.875 11/15/46  ,912810RU4,117.85937500," 91,406.25 ", 11.9 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 10.0 ,TSY,TB 02.875 11/15/46  ,912810RU4,117.84375000," 91,406.25 ", 11.9 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 60.0 ,TSY,TB 02.750 11/15/42  ,912810QY7,114.25781250," 524,592.40 ", 69.1 ,Goldman Sachs & Co. LLC,,
Sep 06 2019,Sep 09 2019,Purchase, 10.0 ,TSY,TB 02.750 11/15/42  ,912810QY7,114.29687500," 87,432.07 ", 11.5 ,Barclays Capital Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 10.0 ,TSY,TB 03.375 05/15/44  ,912810RG5,126.84765625," 107,302.99 ", 12.8 ,HSBC Securities (USA) Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 5.0 ,TSY,TB 03.000 05/15/47  ,912810RX8,120.62890625," 47,690.22 ", 6.1 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 19.0 ,TSY,TB 03.125 02/15/43  ,912810QZ4,121.37500000," 40,336.28 ", 23.1 ,Goldman Sachs & Co. LLC,,
Sep 06 2019,Sep 09 2019,Purchase, 10.0 ,TSY,TB 03.000 02/15/47  ,912810RV2,120.64843750," 20,380.43 ", 12.1 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 5.0 ,TSY,TB 02.875 08/15/45  ,912810RN0,117.42187500," 9,765.63 ", 5.9 ,Barclays Capital Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 10.0 ,TSY,TB 02.875 11/15/46  ,912810RU4,117.82812500," 91,406.25 ", 11.9 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 5.0 ,TSY,TB 03.375 11/15/48  ,912810SE9,129.64843750," 53,651.49 ", 6.5 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 25.0 ,TSY,TB 03.750 08/15/41  ,912810QS0,132.37890625," 63,688.86 ", 33.2 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 1.0 ,TSY,TB 04.375 11/15/39  ,912810QD3,142.31250000," 13,909.65 ", 1.4 ,Barclays Capital Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 50.0 ,TSY,TB 04.375 05/15/41  ,912810QQ4,143.65625000," 695,482.34 ", 72.5 ,J.P. Morgan Securities LLC,,
Sep 06 2019,Sep 09 2019,Purchase, 2.0 ,TSY,TB 03.375 05/15/44  ,912810RG5,126.87500000," 21,460.60 ", 2.6 ,Barclays Capital Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 2.0 ,TSY,TB 03.375 05/15/44  ,912810RG5,126.85937500," 21,460.60 ", 2.6 ,Barclays Capital Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 788.0 ,TSY,TB 03.750 11/15/43  ,912810RD2,133.87500000," 9,394,972.87 "," 1,064.3 ","BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 1.0 ,TSY,TB 03.750 11/15/43  ,912810RD2,133.92187500," 11,922.55 ", 1.4 ,NatWest Markets Securities Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 1.0 ,TSY,TB 03.750 11/15/43  ,912810RD2,133.89062500," 11,922.55 ", 1.4 ,NatWest Markets Securities Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 17.0 ,TSY,TB 03.750 11/15/43  ,912810RD2,133.88281250," 202,683.42 ", 23.0 ,Goldman Sachs & Co. LLC,,
Sep 06 2019,Sep 09 2019,Purchase, 10.0 ,TSY,TB 03.000 05/15/47  ,912810RX8,120.72265625," 95,380.43 ", 12.2 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 28.0 ,TSY,TB 03.125 02/15/43  ,912810QZ4,121.39453125," 59,442.93 ", 34.0 ,Goldman Sachs & Co. LLC,,
Sep 06 2019,Sep 09 2019,Purchase, 1.0 ,TSY,TB 02.875 08/15/45  ,912810RN0,117.37890625," 1,953.13 ", 1.2 ,HSBC Securities (USA) Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 75.0 ,TSY,TB 02.875 05/15/49  ,912810SH2,118.73437500," 685,546.88 ", 89.7 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 5.0 ,TSY,TB 02.875 05/15/49  ,912810SH2,118.75000000," 45,703.13 ", 6.0 ,TD Securities (USA) LLC,,
Sep 06 2019,Sep 09 2019,Purchase, 20.0 ,TSY,TB 04.250 11/15/40  ,912810QL5,140.95703125," 270,244.57 ", 28.5 ,HSBC Securities (USA) Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 25.0 ,TSY,TB 04.250 11/15/40  ,912810QL5,140.92187500," 337,805.71 ", 35.6 ,"Wells Fargo Securities, LLC",,
Sep 06 2019,Sep 09 2019,Purchase, 10.0 ,TSY,TB 02.750 11/15/42  ,912810QY7,114.28125000," 87,432.07 ", 11.5 ,Barclays Capital Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 10.0 ,TSY,TB 03.875 08/15/40  ,912810QK7,134.18750000," 26,324.73 ", 13.4 ,Deutsche Bank Securities Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 25.0 ,TSY,TB 03.375 05/15/44  ,912810RG5,126.85546875," 268,257.47 ", 32.0 ,Morgan Stanley & Co. LLC,,
Sep 06 2019,Sep 09 2019,Purchase, 25.0 ,TSY,TB 03.750 11/15/43  ,912810RD2,133.90625000," 298,063.86 ", 33.8 ,Goldman Sachs & Co. LLC,,
Sep 06 2019,Sep 09 2019,Purchase, 10.0 ,TSY,TB 03.000 05/15/47  ,912810RX8,120.70703125," 95,380.43 ", 12.2 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 10.0 ,TSY,TB 03.000 05/15/47  ,912810RX8,120.66015625," 95,380.43 ", 12.2 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 5.0 ,TSY,TB 03.000 05/15/47  ,912810RX8,120.64453125," 47,690.22 ", 6.1 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 5.0 ,TSY,TB 03.000 02/15/47  ,912810RV2,120.63281250," 10,190.22 ", 6.0 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 5.0 ,TSY,TB 03.000 02/15/47  ,912810RV2,120.61718750," 10,190.22 ", 6.0 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 10.0 ,TSY,TB 02.500 02/15/46  ,912810RQ3,109.76171875," 16,983.70 ", 11.0 ,"Societe Generale, New York Branch",,
Sep 06 2019,Sep 09 2019,Purchase, 16.0 ,TSY,TB 02.500 02/15/46  ,912810RQ3,109.71093750," 27,173.91 ", 17.6 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 5.0 ,TSY,TB 02.875 11/15/46  ,912810RU4,117.76562500," 45,703.13 ", 5.9 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 1.0 ,TSY,TB 03.000 02/15/49  ,912810SF6,121.43750000," 2,038.04 ", 1.2 ,UBS Securities LLC.,,
Sep 06 2019,Sep 09 2019,Purchase, 1.0 ,TSY,TB 03.000 02/15/49  ,912810SF6,121.42187500," 2,038.04 ", 1.2 ,UBS Securities LLC.,,
Sep 06 2019,Sep 09 2019,Purchase, 5.0 ,TSY,TB 03.125 05/15/48  ,912810SC3,123.84375000," 49,677.31 ", 6.2 ,"RBC Capital Markets, LLC",,
Sep 06 2019,Sep 09 2019,Purchase, 25.0 ,TSY,TB 02.875 05/15/49  ,912810SH2,118.75000000," 228,515.63 ", 29.9 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 78.0 ,TSY,TB 04.250 11/15/40  ,912810QL5,140.93750000," 1,053,953.80 ", 111.0 ,TD Securities (USA) LLC,,
Sep 06 2019,Sep 09 2019,Purchase, 3.0 ,TSY,TB 03.750 08/15/41  ,912810QS0,132.46875000," 7,642.66 ", 4.0 ,Barclays Capital Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 3.0 ,TSY,TB 03.750 08/15/41  ,912810QS0,132.45312500," 7,642.66 ", 4.0 ,Barclays Capital Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 3.0 ,TSY,TB 03.750 08/15/41  ,912810QS0,132.43750000," 7,642.66 ", 4.0 ,Barclays Capital Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 1.0 ,TSY,TB 04.375 11/15/39  ,912810QD3,142.32812500," 13,909.65 ", 1.4 ,Barclays Capital Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 1.0 ,TSY,TB 03.750 11/15/43  ,912810RD2,133.93750000," 11,922.55 ", 1.4 ,HSBC Securities (USA) Inc.,,
Sep 06 2019,Sep 09 2019,Purchase, 10.0 ,TSY,TB 03.000 11/15/45  ,912810RP5,120.12109375," 95,380.43 ", 12.1 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 5.0 ,TSY,TB 03.000 11/15/45  ,912810RP5,120.04296875," 47,690.22 ", 6.0 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 15.0 ,TSY,TB 02.875 11/15/46  ,912810RU4,117.87109375," 137,109.38 ", 17.8 ,"Societe Generale, New York Branch",,
Sep 06 2019,Sep 09 2019,Purchase, 5.0 ,TSY,TB 02.875 11/15/46  ,912810RU4,117.78125000," 45,703.13 ", 5.9 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 10.0 ,TSY,TB 03.375 11/15/48  ,912810SE9,129.71093750," 107,302.99 ", 13.1 ,"BofA Securities, Inc.",,
Sep 06 2019,Sep 09 2019,Purchase, 10.0 ,TSY,TB 03.375 11/15/48  ,912810SE9,129.67968750," 107,302.99 ", 13.1 ,"BofA Securities, Inc.",,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 07/15/22 ,912828TE0,99.85156250, 215.76 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 07/15/22 ,912828TE0,99.85937500, 215.76 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.86718750," 3,999.88 ", 1.4 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.85937500," 3,999.88 ", 1.4 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 25.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.85546875," 99,997.05 ", 36.2 ,"Wells Fargo Securities, LLC",,
Sep 09 2019,Sep 10 2019,Purchase, 10.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.89062500," 39,998.82 ", 14.5 ,UBS Securities LLC.,,
Sep 09 2019,Sep 10 2019,Purchase, 7.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.86718750," 27,999.17 ", 10.1 ,"RBC Capital Markets, LLC",,
Sep 09 2019,Sep 10 2019,Purchase, 9.0 ,TSY,IIB 02.375 01/15/25 ,912810FR4,112.11718750," 45,012.00 ", 13.8 ,"BofA Securities, Inc.",,
Sep 09 2019,Sep 10 2019,Purchase, 10.0 ,TSY,IIB 02.375 01/15/25 ,912810FR4,112.03125000," 50,013.34 ", 15.3 ,Citigroup Global Markets Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 25.0 ,TSY,IIB 02.375 01/15/25 ,912810FR4,112.10937500," 125,033.34 ", 38.2 ,"Nomura Securities International, Inc.",,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 01.125 01/15/21 ,912828PP9,100.42187500," 2,041.39 ", 1.2 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 01/15/23 ,912828UH1,99.60156250, 214.96 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 20.0 ,TSY,IIN 00.125 04/15/21 ,912828Q60,99.03906250," 10,930.97 ", 21.4 ,Morgan Stanley & Co. LLC,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 04/15/21 ,912828Q60,99.03125000, 546.55 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.250 01/15/25 ,912828H45,100.84375000, 418.97 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.625 04/15/23 ,9128284H0,101.33593750," 2,607.49 ", 1.0 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 3.0 ,TSY,IIN 00.125 07/15/22 ,912828TE0,99.86718750, 647.29 , 3.3 ,BMO Capital Markets Corp.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 07/15/22 ,912828TE0,99.87500000, 215.76 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 10.0 ,TSY,IIB 02.375 01/15/27 ,912810PS1,116.39843750," 46,747.78 ", 14.8 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 10.0 ,TSY,IIB 02.375 01/15/27 ,912810PS1,116.39062500," 46,747.78 ", 14.8 ,Citigroup Global Markets Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.87500000," 3,999.88 ", 1.4 ,BMO Capital Markets Corp.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.91406250," 3,999.88 ", 1.4 ,NatWest Markets Securities Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 10.0 ,TSY,IIB 02.375 01/15/25 ,912810FR4,112.07421875," 50,013.34 ", 15.3 ,"Wells Fargo Securities, LLC",,
Sep 09 2019,Sep 10 2019,Purchase, 100.0 ,TSY,IIB 02.375 01/15/25 ,912810FR4,111.96093750," 500,133.38 ", 152.7 ,Goldman Sachs & Co. LLC,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 01.125 01/15/21 ,912828PP9,100.43750000," 2,041.39 ", 1.2 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 01/15/22 ,912828SA9,99.28906250, 219.22 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 01/15/22 ,912828SA9,99.27343750, 219.22 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 04/15/21 ,912828Q60,99.01562500, 546.55 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 07/15/24 ,912828WU0,100.50781250, 208.96 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 07/15/24 ,912828WU0,100.48437500, 208.96 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 10.0 ,TSY,IIN 00.250 01/15/25 ,912828H45,100.84375000," 4,189.73 ", 10.9 ,Citigroup Global Markets Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.375 07/15/25 ,912828XL9,102.02343750, 627.69 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 10.0 ,TSY,IIB 02.375 01/15/27 ,912810PS1,116.39062500," 46,747.78 ", 14.8 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 8.0 ,TSY,IIB 02.375 01/15/27 ,912810PS1,116.37500000," 37,398.23 ", 11.9 ,"Societe Generale, New York Branch",,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIB 02.375 01/15/27 ,912810PS1,116.39062500," 4,674.78 ", 1.5 ,J.P. Morgan Securities LLC,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIB 02.375 01/15/27 ,912810PS1,116.31250000," 4,674.78 ", 1.5 ,NatWest Markets Securities Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 25.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.87500000," 99,997.05 ", 36.2 ,Citigroup Global Markets Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 25.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.90625000," 99,997.05 ", 36.2 ,Deutsche Bank Securities Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 5.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.91406250," 19,999.41 ", 7.2 ,Amherst Pierpont Securities LLC,,
Sep 09 2019,Sep 10 2019,Purchase, 25.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.88281250," 99,997.05 ", 36.2 ,Morgan Stanley & Co. LLC,,
Sep 09 2019,Sep 10 2019,Purchase, 23.0 ,TSY,IIB 02.375 01/15/25 ,912810FR4,112.03906250," 115,030.68 ", 35.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 25.0 ,TSY,IIB 02.375 01/15/25 ,912810FR4,112.03125000," 125,033.34 ", 38.2 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 01.125 01/15/21 ,912828PP9,100.45312500," 2,041.39 ", 1.2 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.375 07/15/23 ,912828VM9,101.10937500, 639.63 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 25.0 ,TSY,IIN 00.125 04/15/22 ,912828X39,99.25781250," 13,316.08 ", 26.2 ,Citigroup Global Markets Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 07/15/24 ,912828WU0,100.51562500, 208.96 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.375 07/15/25 ,912828XL9,102.03906250, 627.69 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.375 07/15/25 ,912828XL9,102.03125000, 627.69 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 7.0 ,TSY,IIB 02.375 01/15/27 ,912810PS3116.39843750," 32,723.45 ", 10.4 ,"BofA Securities, Inc.",,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.87500000," 3,999.88 ", 1.4 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 10.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.84765625," 39,998.82 ", 14.5 ,NatWest Markets Securities Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 9.0 ,TSY,IIB 02.375 01/15/25 ,912810FR4,112.03906250," 45,012.00 ", 13.8 ,"BofA Securities, Inc.",,
Sep 09 2019,Sep 10 2019,Purchase, 10.0 ,TSY,IIB 02.375 01/15/25 ,912810FR4,112.03125000," 50,013.34 ", 15.3 ,UBS Securities LLC.,,
Sep 09 2019,Sep 10 2019,Purchase, 30.0 ,TSY,IIN 00.125 01/15/22 ,912828SA9,99.29687500," 6,576.70 ", 33.7 ,Jefferies LLC,,
Sep 09 2019,Sep 10 2019,Purchase, 5.0 ,TSY,IIN 00.125 01/15/22 ,912828SA9,99.31640625," 1,096.12 ", 5.6 ,Amherst Pierpont Securities LLC,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.375 07/15/23 ,912828VM9,101.08593750, 639.63 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 50.0 ,TSY,IIN 00.125 04/15/21 ,912828Q60,99.04687500," 27,327.43 ", 53.6 ,Deutsche Bank Securities Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.625 04/15/23 ,9128284H0,101.32031250," 2,607.49 ", 1.0 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIN 00.125 07/15/22 ,912828TE0,99.86718750, 215.76 , 1.1 ,Barclays Capital Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 25.0 ,TSY,IIB 02.375 01/15/27 ,912810PS1,116.43750000," 116,869.46 ", 37.1 ,Deutsche Bank Securities Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 10.0 ,TSY,IIB 02.375 01/15/27 ,912810PS1,116.36328125," 46,747.78 ", 14.8 ,NatWest Markets Securities Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 100.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.73437500," 399,988.20 ", 144.7 ,Goldman Sachs & Co. LLC,,
Sep 09 2019,Sep 10 2019,Purchase, 1.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.79687500," 3,999.88 ", 1.4 ,NatWest Markets Securities Inc.,,
Sep 09 2019,Sep 10 2019,Purchase, 5.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.89453125," 19,999.41 ", 7.2 ,"RBC Capital Markets, LLC",,
Sep 09 2019,Sep 10 2019,Purchase, 25.0 ,TSY,IIB 02.000 01/15/26 ,912810FS2,111.90625000," 99,997.05 ", 36.2 ,"Nomura Securities International, Inc.",,
Sep 09 2019,Sep 10 2019,Purchase, 25.0 ,TSY,IIB 02.375 01/15/25 ,912810FR4,112.02343750," 125,033.34 ", 38.2 ,Barclays Capital Inc.,,
